"세대구성 및 가구원수별 가구(일반가구) - 시군구"

"C행정구역별(시군구)","행정구역별(시군구)","C세대구성별","세대구성별","시점","일반가구 (가구)","가구원수 1명 (가구)","가구원수 2명 (가구)","가구원수 3명 (가구)","가구원수 4명 (가구)","가구원수 5명 (가구)","가구원수 6명 (가구)","가구원수 7명 이상 (가구)","평균 가구원수 (명)"
'04,"읍부",'203," 모+미혼자녀",2019,129874.0000,X,85965.0000,37018.0000,6269.0000,538.0000,67.0000,17.0000,2.40000
'04,"읍부",'204," 부부+양친",2019,2356.0000,X,X,X,2356.0000,X,X,X,4.00000
'04,"읍부",'205," 부부+한부모",2019,14392.0000,X,X,14392.0000,X,X,X,X,3.00000
'04,"읍부",'206," 부부+미혼자녀+부부미혼형제자매",2019,5432.0000,X,X,X,2400.0000,2385.0000,568.0000,79.0000,4.70000
'04,"읍부",'207," 조부모+미혼손자녀",2019,4730.0000,X,X,3720.0000,899.0000,101.0000,10.0000,X,3.20000
'04,"읍부",'208," 조부 또는 조모+미혼손자녀",2019,7196.0000,X,5744.0000,1280.0000,162.0000,10.0000,X,X,2.20000
'04,"읍부",'209," 기타",2019,90253.0000,X,33745.0000,32682.0000,15590.0000,6246.0000,1500.0000,490.0000,3.00000
'04,"읍부",'30,"3세대 가구",2019,86657.0000,X,X,10906.0000,31141.0000,27803.0000,12465.0000,4342.0000,4.60000
'04,"읍부",'301," 부부+미혼자녀+양친",2019,9131.0000,X,X,X,X,3582.0000,4286.0000,1263.0000,5.80000
'04,"읍부",'302," 부부+미혼자녀+부친",2019,6545.0000,X,X,X,2817.0000,2940.0000,707.0000,81.0000,4.70000
'04,"읍부",'303," 부부+미혼자녀+모친",2019,31450.0000,X,X,X,14544.0000,13364.0000,3151.0000,391.0000,4.70000
'04,"읍부",'304," 기타",2019,39531.0000,X,X,10906.0000,13780.0000,7917.0000,4321.0000,2607.0000,4.40000
'04,"읍부",'40,"4세대 이상 가구",2019,893.0000,X,X,X,54.0000,241.0000,265.0000,333.0000,6.20000
'04,"읍부",'50,"1인 가구",2019,563446.0000,563446.0000,X,X,X,X,X,X,1.00000
'04,"읍부",'60,"비친족 가구",2019,40846.0000,X,35322.0000,3931.0000,1142.0000,451.0000,X,X,2.20000
'05,"면부",'00,"계",2019,1968717.0000,686531.0000,711332.0000,312768.0000,175464.0000,58445.0000,17324.0000,6853.0000,2.10000
'05,"면부",'10,"1세대 가구",2019,518886.0000,X,504234.0000,13867.0000,720.0000,55.0000,8.0000,X,2.00000
'05,"면부",'101," 부부",2019,485599.0000,X,485599.0000,X,X,X,X,X,2.00000
'05,"면부",'102," 부부+미혼형제자매",2019,2131.0000,X,X,2100.0000,30.0000,X,X,X,3.00000
'05,"면부",'103," 부부+기타친인척",2019,532.0000,X,X,474.0000,46.0000,8.0000,X,X,3.10000
'05,"면부",'104," 가구주+미혼형제자매",2019,9933.0000,X,9350.0000,547.0000,30.0000,6.0000,X,X,2.10000
'05,"면부",'105," 가구주+기타친인척",2019,1548.0000,X,1400.0000,122.0000,20.0000,5.0000,X,X,2.10000
'05,"면부",'106," 기타",2019,19143.0000,X,7885.0000,10624.0000,594.0000,35.0000,X,X,2.60000
'05,"면부",'20,"2세대 가구",2019,625405.0000,X,167433.0000,281512.0000,140640.0000,30856.0000,4048.0000,916.0000,3.10000
'05,"면부",'201," 부부+미혼자녀",2019,312004.0000,X,X,172739.0000,112449.0000,23860.0000,2486.0000,470.0000,3.50000
'05,"면부",'202," 부+미혼자녀",2019,43615.0000,X,31707.0000,10028.0000,1679.0000,171.0000,23.0000,7.0000,2.30000
'05,"면부",'203," 모+미혼자녀",2019,89651.0000,X,67218.0000,18913.0000,3108.0000,347.0000,50.0000,15.0000,2.30000
'05,"면부",'204," 부부+양친",2019,3465.0000,X,X,X,3465.0000,X,X,X,4.00000
'05,"면부",'205," 부부+한부모",2019,23398.0000,X,X,23398.0000,X,X,X,X,3.00000
'05,"면부",'206," 부부+미혼자녀+부부미혼형제자매",2019,3225.0000,X,X,X,1625.0000,1254.0000,295.0000,51.0000,4.60000
'05,"면부",'207," 조부모+미혼손자녀",2019,7009.0000,X,X,5545.0000,1304.0000,143.0000,16.0000,X,3.20000
'05,"면부",'208," 조부 또는 조모+미혼손자녀",2019,9803.0000,X,8090.0000,1508.0000,194.0000,11.0000,X,X,2.20000
'05,"면부",'209," 기타",2019,133235.0000,X,60418.0000,49381.0000,16816.0000,5070.0000,1178.0000,372.0000,2.80000
'05,"면부",'30,"3세대 가구",2019,90132.0000,X,X,12634.0000,32680.0000,26564.0000,12857.0000,5397.0000,4.60000
'05,"면부",'301," 부부+미혼자녀+양친",2019,10139.0000,X,X,X,X,4076.0000,4482.0000,1581.0000,5.80000
'05,"면부",'302," 부부+미혼자녀+부친",2019,5227.0000,X,X,X,2334.0000,2172.0000,616.0000,105.0000,4.70000
'05,"면부",'303," 부부+미혼자녀+모친",2019,30046.0000,X,X,X,15166.0000,11399.0000,3017.0000,464.0000,4.60000
'05,"면부",'304," 기타",2019,44720.0000,X,X,12634.0000,15180.0000,8917.0000,4742.0000,3247.0000,4.40000
'05,"면부",'40,"4세대 이상 가구",2019,1458.0000,X,X,X,109.0000,400.0000,411.0000,538.0000,6.20000
'05,"면부",'50,"1인 가구",2019,686531.0000,686531.0000,X,X,X,X,X,X,1.00000
'05,"면부",'60,"비친족 가구",2019,46305.0000,X,39665.0000,4755.0000,1315.0000,570.0000,X,X,2.20000
'03,"동부",'00,"계",2019,16436952.0000,4897539.0000,4378007.0000,3514922.0000,2823162.0000,658744.0000,130711.0000,33867.0000,2.40000
'03,"동부",'10,"1세대 가구",2019,2844465.0000,X,2770107.0000,69952.0000,3970.0000,362.0000,66.0000,8.0000,2.00000
'03,"동부",'101," 부부",2019,2544481.0000,X,2544481.0000,X,X,X,X,X,2.00000
'03,"동부",'102," 부부+미혼형제자매",2019,15346.0000,X,X,15050.0000,290.0000,6.0000,X,X,3.00000
'03,"동부",'103," 부부+기타친인척",2019,3789.0000,X,X,3399.0000,324.0000,44.0000,19.0000,X,3.10000
'03,"동부",'104," 가구주+미혼형제자매",2019,184195.0000,X,173242.0000,10337.0000,562.0000,50.0000,X,X,2.10000
'03,"동부",'105," 가구주+기타친인척",2019,16222.0000,X,14510.0000,1248.0000,336.0000,105.0000,22.0000,X,2.10000
'03,"동부",'106," 기타",2019,80432.0000,X,37874.0000,39918.0000,2458.0000,157.0000,21.0000,X,2.60000
'03,"동부",'20,"2세대 가구",2019,7727452.0000,X,1345076.0000,3337917.0000,2574834.0000,423637.0000,39263.0000,6725.0000,3.30000
'03,"동부",'201," 부부+미혼자녀",2019,5200369.0000,X,X,2494139.0000,2342557.0000,338314.0000,22526.0000,2833.0000,3.60000
'03,"동부",'202," 부+미혼자녀",2019,416530.0000,X,275567.0000,124734.0000,15029.0000,1045.0000,126.0000,29.0000,2.40000
'03,"동부",'203," 모+미혼자녀",2019,1281726.0000,X,838521.0000,390727.0000,48546.0000,3469.0000,398.0000,65.0000,2.40000
'03,"동부",'204," 부부+양친",2019,12690.0000,X,X,X,12690.0000,X,X,X,4.00000
'03,"동부",'205," 부부+한부모",2019,78146.0000,X,X,78146.0000,X,X,X,X,3.00000
'03,"동부",'206," 부부+미혼자녀+부부미혼형제자매",2019,55893.0000,X,X,X,25137.0000,25896.0000,4449.0000,411.0000,4.60000
'03,"동부",'207," 조부모+미혼손자녀",2019,33866.0000,X,X,26623.0000,6499.0000,668.0000,62.0000,14.0000,3.20000
'03,"동부",'208," 조부 또는 조모+미혼손자녀",2019,51607.0000,X,40980.0000,9588.0000,957.0000,74.0000,6.0000,X,2.20000
'03,"동부",'209," 기타",2019,596625.0000,X,190008.0000,213960.0000,123419.0000,54171.0000,11696.0000,3371.0000,3.20000
'03,"동부",'30,"3세대 가구",2019,663139.0000,X,X,80557.0000,236365.0000,230660.0000,89896.0000,25661.0000,4.60000
'03,"동부",'301," 부부+미혼자녀+양친",2019,70018.0000,X,X,X,X,28512.0000,34497.0000,7009.0000,5.70000
'03,"동부",'302," 부부+미혼자녀+부친",2019,54721.0000,X,X,X,23102.0000,26541.0000,4633.0000,445.0000,4.70000
'03,"동부",'303," 부부+미혼자녀+모친",2019,251362.0000,X,X,X,111677.0000,118161.0000,19787.0000,1737.0000,4.60000
'03,"동부",'304," 기타",2019,287038.0000,X,X,80557.0000,101586.0000,57446.0000,30979.0000,16470.0000,4.30000
'03,"동부",'40,"4세대 이상 가구",2019,4540.0000,X,X,X,343.0000,1238.0000,1486.0000,1473.0000,6.00000
'03,"동부",'50,"1인 가구",2019,4897539.0000,4897539.0000,X,X,X,X,X,X,1.00000
'03,"동부",'60,"비친족 가구",2019,299817.0000,X,262824.0000,26496.0000,7650.0000,2847.0000,X,X,2.20000
'11,"서울특별시",'00,"계",2019,3896389.0000,1299787.0000,1005065.0000,801819.0000,614026.0000,138596.0000,29336.0000,7760.0000,2.30000
'11,"서울특별시",'10,"1세대 가구",2019,645266.0000,X,625061.0000,18952.0000,1115.0000,105.0000,28.0000,5.0000,2.00000
'11,"서울특별시",'101," 부부",2019,550785.0000,X,550785.0000,X,X,X,X,X,2.00000
'11,"서울특별시",'102," 부부+미혼형제자매",2019,4051.0000,X,X,3974.0000,75.0000,X,X,X,3.00000
'11,"서울특별시",'103," 부부+기타친인척",2019,1197.0000,X,X,1053.0000,111.0000,20.0000,10.0000,X,3.20000
'11,"서울특별시",'104," 가구주+미혼형제자매",2019,64324.0000,X,60833.0000,3299.0000,178.0000,12.0000,X,X,2.10000
'11,"서울특별시",'105," 가구주+기타친인척",2019,4788.0000,X,4312.0000,341.0000,99.0000,25.0000,10.0000,X,2.10000
'11,"서울특별시",'106," 기타",2019,20121.0000,X,9131.0000,10285.0000,652.0000,46.0000,6.0000,X,2.60000
'11,"서울특별시",'20,"2세대 가구",2019,1710502.0000,X,306832.0000,756387.0000,555851.0000,82446.0000,7627.0000,1359.0000,3.30000
'11,"서울특별시",'201," 부부+미혼자녀",2019,1131967.0000,X,X,566416.0000,500644.0000,60638.0000,3780.0000,489.0000,3.60000
'11,"서울특별시",'202," 부+미혼자녀",2019,85686.0000,X,58436.0000,24542.0000,2507.0000,181.0000,14.0000,6.0000,2.40000
'11,"서울특별시",'203," 모+미혼자녀",2019,295656.0000,X,197032.0000,88655.0000,9264.0000,615.0000,81.0000,9.0000,2.40000
'11,"서울특별시",'204," 부부+양친",2019,3118.0000,X,X,X,3118.0000,X,X,X,4.00000
'11,"서울특별시",'205," 부부+한부모",2019,16100.0000,X,X,16100.0000,X,X,X,X,3.00000
'11,"서울특별시",'206," 부부+미혼자녀+부부미혼형제자매",2019,14368.0000,X,X,X,6781.0000,6562.0000,942.0000,83.0000,4.60000
'11,"서울특별시",'207," 조부모+미혼손자녀",2019,8611.0000,X,X,6805.0000,1619.0000,161.0000,20.0000,6.0000,3.20000
'11,"서울특별시",'208," 조부 또는 조모+미혼손자녀",2019,12213.0000,X,9722.0000,2278.0000,194.0000,15.0000,X,X,2.20000
'11,"서울특별시",'209," 기타",2019,142783.0000,X,41642.0000,51591.0000,31724.0000,14274.0000,2786.0000,766.0000,3.20000
'11,"서울특별시",'30,"3세대 가구",2019,155420.0000,X,X,18354.0000,54716.0000,54926.0000,21353.0000,6071.0000,4.60000
'11,"서울특별시",'301," 부부+미혼자녀+양친",2019,17731.0000,X,X,X,X,7572.0000,8691.0000,1468.0000,5.70000
'11,"서울특별시",'302," 부부+미혼자녀+부친",2019,12404.0000,X,X,X,5419.0000,6044.0000,854.0000,87.0000,4.60000
'11,"서울특별시",'303," 부부+미혼자녀+모친",2019,57557.0000,X,X,X,25706.0000,27539.0000,3987.0000,325.0000,4.60000
'11,"서울특별시",'304," 기타",2019,67728.0000,X,X,18354.0000,23591.0000,13771.0000,7821.0000,4191.0000,4.40000
'11,"서울특별시",'40,"4세대 이상 가구",2019,1020.0000,X,X,X,76.0000,291.0000,328.0000,325.0000,6.00000
'11,"서울특별시",'50,"1인 가구",2019,1299787.0000,1299787.0000,X,X,X,X,X,X,1.00000
'11,"서울특별시",'60,"비친족 가구",2019,84394.0000,X,73172.0000,8126.0000,2268.0000,828.0000,X,X,2.20000
'11010," 종로구",'00,"계",2019,62652.0000,24671.0000,16208.0000,11154.0000,7828.0000,2143.0000,505.0000,143.0000,2.20000
'11010," 종로구",'10,"1세대 가구",2019,10225.0000,X,9826.0000,374.0000,21.0000,X,X,X,2.00000
'11010," 종로구",'101," 부부",2019,8611.0000,X,8611.0000,X,X,X,X,X,2.00000
'11010," 종로구",'102," 부부+미혼형제자매",2019,69.0000,X,X,69.0000,X,X,X,X,3.00000
'11010," 종로구",'103," 부부+기타친인척",2019,17.0000,X,X,13.0000,X,X,X,X,3.40000
'11010," 종로구",'104," 가구주+미혼형제자매",2019,1045.0000,X,991.0000,51.0000,X,X,X,X,2.10000
'11010," 종로구",'105," 가구주+기타친인척",2019,73.0000,X,60.0000,8.0000,X,X,X,X,2.30000
'11010," 종로구",'106," 기타",2019,410.0000,X,164.0000,233.0000,12.0000,X,X,X,2.60000
'11010," 종로구",'20,"2세대 가구",2019,23225.0000,X,4810.0000,10236.0000,6819.0000,1205.0000,123.0000,32.0000,3.20000
'11010," 종로구",'201," 부부+미혼자녀",2019,14342.0000,X,X,7446.0000,5949.0000,868.0000,65.0000,14.0000,3.60000
'11010," 종로구",'202," 부+미혼자녀",2019,1243.0000,X,859.0000,340.0000,40.0000,X,X,X,2.30000
'11010," 종로구",'203," 모+미혼자녀",2019,4395.0000,X,3037.0000,1194.0000,157.0000,6.0000,X,X,2.30000
'11010," 종로구",'204," 부부+양친",2019,61.0000,X,X,X,61.0000,X,X,X,4.00000
'11010," 종로구",'205," 부부+한부모",2019,273.0000,X,X,273.0000,X,X,X,X,3.00000
'11010," 종로구",'206," 부부+미혼자녀+부부미혼형제자매",2019,215.0000,X,X,X,103.0000,93.0000,15.0000,X,4.60000
'11010," 종로구",'207," 조부모+미혼손자녀",2019,142.0000,X,X,117.0000,22.0000,X,X,X,3.20000
'11010," 종로구",'208," 조부 또는 조모+미혼손자녀",2019,213.0000,X,169.0000,40.0000,X,X,X,X,2.20000
'11010," 종로구",'209," 기타",2019,2341.0000,X,745.0000,826.0000,484.0000,231.0000,41.0000,14.0000,3.20000
'11010," 종로구",'30,"3세대 가구",2019,2593.0000,X,X,312.0000,907.0000,896.0000,374.0000,104.0000,4.60000
'11010," 종로구",'301," 부부+미혼자녀+양친",2019,294.0000,X,X,X,X,139.0000,132.0000,23.0000,5.60000
'11010," 종로구",'302," 부부+미혼자녀+부친",2019,172.0000,X,X,X,85.0000,77.0000,10.0000,X,4.60000
'11010," 종로구",'303," 부부+미혼자녀+모친",2019,911.0000,X,X,X,424.0000,409.0000,72.0000,6.0000,4.60000
'11010," 종로구",'304," 기타",2019,1216.0000,X,X,312.0000,398.0000,271.0000,160.0000,75.0000,4.40000
'11010," 종로구",'40,"4세대 이상 가구",2019,18.0000,X,X,X,X,X,7.0000,7.0000,6.20000
'11010," 종로구",'50,"1인 가구",2019,24671.0000,24671.0000,X,X,X,X,X,X,1.00000
'11010," 종로구",'60,"비친족 가구",2019,1920.0000,X,1572.0000,232.0000,80.0000,36.0000,X,X,2.30000
'11020," 중구",'00,"계",2019,54496.0000,22078.0000,14578.0000,9540.0000,6292.0000,1533.0000,373.0000,102.0000,2.10000
'11020," 중구",'10,"1세대 가구",2019,9134.0000,X,8804.0000,314.0000,14.0000,X,X,X,2.00000
'11020," 중구",'101," 부부",2019,7544.0000,X,7544.0000,X,X,X,X,X,2.00000
'11020," 중구",'102," 부부+미혼형제자매",2019,70.0000,X,X,69.0000,X,X,X,X,3.00000
'11020," 중구",'103," 부부+기타친인척",2019,13.0000,X,X,12.0000,X,X,X,X,3.10000
'11020," 중구",'104," 가구주+미혼형제자매",2019,1088.0000,X,1022.0000,65.0000,X,X,X,X,2.10000
'11020," 중구",'105," 가구주+기타친인척",2019,91.0000,X,83.0000,8.0000,X,X,X,X,2.10000
'11020," 중구",'106," 기타",2019,328.0000,X,155.0000,160.0000,11.0000,X,X,X,2.60000
'11020," 중구",'20,"2세대 가구",2019,19455.0000,X,4302.0000,8728.0000,5500.0000,828.0000,88.0000,9.0000,3.20000
'11020," 중구",'201," 부부+미혼자녀",2019,11717.0000,X,X,6328.0000,4763.0000,588.0000,35.0000,X,3.50000
'11020," 중구",'202," 부+미혼자녀",2019,1215.0000,X,896.0000,287.0000,27.0000,5.0000,X,X,2.30000
'11020," 중구",'203," 모+미혼자녀",2019,3661.0000,X,2562.0000,985.0000,108.0000,6.0000,X,X,2.30000
'11020," 중구",'204," 부부+양친",2019,48.0000,X,X,X,48.0000,X,X,X,4.00000
'11020," 중구",'205," 부부+한부모",2019,234.0000,X,X,234.0000,X,X,X,X,3.00000
'11020," 중구",'206," 부부+미혼자녀+부부미혼형제자매",2019,154.0000,X,X,X,85.0000,58.0000,10.0000,X,4.50000
'11020," 중구",'207," 조부모+미혼손자녀",2019,83.0000,X,X,65.0000,16.0000,X,X,X,3.20000
'11020," 중구",'208," 조부 또는 조모+미혼손자녀",2019,198.0000,X,149.0000,45.0000,X,X,X,X,2.30000
'11020," 중구",'209," 기타",2019,2145.0000,X,695.0000,784.0000,449.0000,169.0000,43.0000,5.0000,3.10000
'11020," 중구",'30,"3세대 가구",2019,2022.0000,X,X,281.0000,698.0000,673.0000,281.0000,89.0000,4.60000
'11020," 중구",'301," 부부+미혼자녀+양친",2019,214.0000,X,X,X,X,80.0000,111.0000,23.0000,5.80000
'11020," 중구",'302," 부부+미혼자녀+부친",2019,167.0000,X,X,X,78.0000,74.0000,15.0000,X,4.60000
'11020," 중구",'303," 부부+미혼자녀+모친",2019,720.0000,X,X,X,313.0000,346.0000,55.0000,6.0000,4.70000
'11020," 중구",'304," 기타",2019,921.0000,X,X,281.0000,307.0000,173.0000,100.0000,60.0000,4.30000
'11020," 중구",'40,"4세대 이상 가구",2019,9.0000,X,X,X,X,X,X,X,6.40000
'11020," 중구",'50,"1인 가구",2019,22078.0000,22078.0000,X,X,X,X,X,X,1.00000
'11020," 중구",'60,"비친족 가구",2019,1798.0000,X,1472.0000,217.0000,78.0000,31.0000,X,X,2.30000
'11030," 용산구",'00,"계",2019,93177.0000,35148.0000,25164.0000,17439.0000,11736.0000,2907.0000,612.0000,171.0000,2.20000
'11030," 용산구",'10,"1세대 가구",2019,16005.0000,X,15366.0000,600.0000,33.0000,5.0000,X,X,2.00000
'11030," 용산구",'101," 부부",2019,13208.0000,X,13208.0000,X,X,X,X,X,2.00000
'11030," 용산구",'102," 부부+미혼형제자매",2019,99.0000,X,X,98.0000,X,X,X,X,3.00000
'11030," 용산구",'103," 부부+기타친인척",2019,35.0000,X,X,32.0000,X,X,X,X,3.20000
'11030," 용산구",'104," 가구주+미혼형제자매",2019,1877.0000,X,1778.0000,91.0000,6.0000,X,X,X,2.10000
'11030," 용산구",'105," 가구주+기타친인척",2019,130.0000,X,115.0000,12.0000,X,X,X,X,2.10000
'11030," 용산구",'106," 기타",2019,656.0000,X,265.0000,367.0000,22.0000,X,X,X,2.60000
'11030," 용산구",'20,"2세대 가구",2019,35433.0000,X,7165.0000,16054.0000,10357.0000,1658.0000,165.0000,34.0000,3.20000
'11030," 용산구",'201," 부부+미혼자녀",2019,22016.0000,X,X,11839.0000,8942.0000,1155.0000,72.0000,8.0000,3.50000
'11030," 용산구",'202," 부+미혼자녀",2019,1933.0000,X,1335.0000,536.0000,58.0000,X,X,X,2.30000
'11030," 용산구",'203," 모+미혼자녀",2019,6441.0000,X,4465.0000,1755.0000,201.0000,19.0000,X,X,2.30000
'11030," 용산구",'204," 부부+양친",2019,79.0000,X,X,X,79.0000,X,X,X,4.00000
'11030," 용산구",'205," 부부+한부모",2019,416.0000,X,X,416.0000,X,X,X,X,3.00000
'11030," 용산구",'206," 부부+미혼자녀+부부미혼형제자매",2019,313.0000,X,X,X,164.0000,126.0000,22.0000,X,4.60000
'11030," 용산구",'207," 조부모+미혼손자녀",2019,219.0000,X,X,169.0000,49.0000,X,X,X,3.20000
'11030," 용산구",'208," 조부 또는 조모+미혼손자녀",2019,334.0000,X,275.0000,52.0000,7.0000,X,X,X,2.20000
'11030," 용산구",'209," 기타",2019,3682.0000,X,1090.0000,1287.0000,857.0000,355.0000,68.0000,25.0000,3.20000
'11030," 용산구",'30,"3세대 가구",2019,3403.0000,X,X,405.0000,1242.0000,1186.0000,440.0000,130.0000,4.60000
'11030," 용산구",'301," 부부+미혼자녀+양친",2019,351.0000,X,X,X,X,173.0000,156.0000,22.0000,5.60000
'11030," 용산구",'302," 부부+미혼자녀+부친",2019,244.0000,X,X,X,101.0000,127.0000,15.0000,X,4.70000
'11030," 용산구",'303," 부부+미혼자녀+모친",2019,1261.0000,X,X,X,606.0000,566.0000,85.0000,X,4.60000
'11030," 용산구",'304," 기타",2019,1547.0000,X,X,405.0000,535.0000,320.0000,184.0000,103.0000,4.40000
'11030," 용산구",'40,"4세대 이상 가구",2019,25.0000,X,X,X,X,10.0000,6.0000,7.0000,5.80000
'11030," 용산구",'50,"1인 가구",2019,35148.0000,35148.0000,X,X,X,X,X,X,1.00000
'11030," 용산구",'60,"비친족 가구",2019,3163.0000,X,2633.0000,380.0000,102.0000,48.0000,X,X,2.20000
'11040," 성동구",'00,"계",2019,122770.0000,41488.0000,32125.0000,25634.0000,18379.0000,4014.0000,877.0000,253.0000,2.30000
'11040," 성동구",'10,"1세대 가구",2019,21089.0000,X,20467.0000,583.0000,36.0000,X,X,X,2.00000
'11040," 성동구",'101," 부부",2019,17872.0000,X,17872.0000,X,X,X,X,X,2.00000
'11040," 성동구",'102," 부부+미혼형제자매",2019,158.0000,X,X,152.0000,6.0000,X,X,X,3.00000
'11040," 성동구",'103," 부부+기타친인척",2019,25.0000,X,X,22.0000,X,X,X,X,3.20000
'11040," 성동구",'104," 가구주+미혼형제자매",2019,2263.0000,X,2155.0000,99.0000,9.0000,X,X,X,2.10000
'11040," 성동구",'105," 가구주+기타친인척",2019,162.0000,X,149.0000,12.0000,X,X,X,X,2.10000
'11040," 성동구",'106," 기타",2019,609.0000,X,291.0000,298.0000,19.0000,X,X,X,2.60000
'11040," 성동구",'20,"2세대 가구",2019,52686.0000,X,9476.0000,24213.0000,16497.0000,2246.0000,210.0000,44.0000,3.20000
'11040," 성동구",'201," 부부+미혼자녀",2019,34829.0000,X,X,18444.0000,14701.0000,1570.0000,101.0000,13.0000,3.50000
'11040," 성동구",'202," 부+미혼자녀",2019,2784.0000,X,1907.0000,798.0000,71.0000,7.0000,X,X,2.30000
