"세대구성 및 가구원수별 가구(일반가구) - 시군구"

"C행정구역별(시군구)","행정구역별(시군구)","C세대구성별","세대구성별","시점","일반가구 (가구)","가구원수 1명 (가구)","가구원수 2명 (가구)","가구원수 3명 (가구)","가구원수 4명 (가구)","가구원수 5명 (가구)","가구원수 6명 (가구)","가구원수 7명 이상 (가구)","평균 가구원수 (명)"
'04,"읍부",'10,"1세대 가구",2018,370453.0000,X,360154.0000,9734.0000,499.0000,53.0000,9.0000,X,2.00000
'04,"읍부",'101," 부부",2018,341905.0000,X,341905.0000,X,X,X,X,X,2.00000
'04,"읍부",'102," 부부+미혼형제자매",2018,1755.0000,X,X,1733.0000,19.0000,X,X,X,3.00000
'04,"읍부",'103," 부부+기타친인척",2018,421.0000,X,X,380.0000,33.0000,5.0000,X,X,3.10000
'04,"읍부",'104," 가구주+미혼형제자매",2018,12554.0000,X,11708.0000,783.0000,61.0000,X,X,X,2.10000
'04,"읍부",'105," 가구주+기타친인척",2018,1528.0000,X,1350.0000,124.0000,37.0000,15.0000,X,X,2.20000
'04,"읍부",'106," 기타",2018,12290.0000,X,5191.0000,6714.0000,349.0000,28.0000,6.0000,X,2.60000
'04,"읍부",'20,"2세대 가구",2018,853171.0000,X,157064.0000,359537.0000,272072.0000,56862.0000,6399.0000,1237.0000,3.30000
'04,"읍부",'201," 부부+미혼자녀",2018,547741.0000,X,X,254339.0000,241827.0000,46961.0000,4017.0000,597.0000,3.60000
'04,"읍부",'202," 부+미혼자녀",2018,52772.0000,X,34553.0000,15502.0000,2457.0000,218.0000,32.0000,10.0000,2.40000
'04,"읍부",'203," 모+미혼자녀",2018,127761.0000,X,83586.0000,37436.0000,6132.0000,522.0000,73.0000,12.0000,2.40000
'04,"읍부",'204," 부부+양친",2018,2385.0000,X,X,X,2385.0000,X,X,X,4.00000
'04,"읍부",'205," 부부+한부모",2018,14438.0000,X,X,14438.0000,X,X,X,X,3.00000
'04,"읍부",'206," 부부+미혼자녀+부부미혼형제자매",2018,5695.0000,X,X,X,2486.0000,2507.0000,623.0000,79.0000,4.70000
'04,"읍부",'207," 조부모+미혼손자녀",2018,4735.0000,X,X,3697.0000,923.0000,108.0000,7.0000,X,3.20000
'04,"읍부",'208," 조부 또는 조모+미혼손자녀",2018,7288.0000,X,5756.0000,1366.0000,158.0000,8.0000,X,X,2.20000
'04,"읍부",'209," 기타",2018,90356.0000,X,33169.0000,32759.0000,15704.0000,6538.0000,1647.0000,539.0000,3.00000
'04,"읍부",'30,"3세대 가구",2018,91108.0000,X,X,10925.0000,31650.0000,30102.0000,13513.0000,4918.0000,4.70000
'04,"읍부",'301," 부부+미혼자녀+양친",2018,9989.0000,X,X,X,X,3885.0000,4695.0000,1409.0000,5.80000
'04,"읍부",'302," 부부+미혼자녀+부친",2018,7049.0000,X,X,X,2971.0000,3188.0000,777.0000,113.0000,4.70000
'04,"읍부",'303," 부부+미혼자녀+모친",2018,33429.0000,X,X,X,14942.0000,14669.0000,3394.0000,424.0000,4.70000
'04,"읍부",'304," 기타",2018,40641.0000,X,X,10925.0000,13737.0000,8360.0000,4647.0000,2972.0000,4.40000
'04,"읍부",'40,"4세대 이상 가구",2018,1078.0000,X,X,X,67.0000,288.0000,322.0000,401.0000,6.20000
'04,"읍부",'50,"1인 가구",2018,539706.0000,539706.0000,X,X,X,X,X,X,1.00000
'04,"읍부",'60,"비친족 가구",2018,34850.0000,X,29467.0000,3840.0000,1075.0000,468.0000,X,X,2.20000
'05,"면부",'00,"계",2018,1971564.0000,684456.0000,697826.0000,315230.0000,183374.0000,63307.0000,19435.0000,7936.0000,2.20000
'05,"면부",'10,"1세대 가구",2018,511442.0000,X,496919.0000,13761.0000,700.0000,47.0000,13.0000,X,2.00000
'05,"면부",'101," 부부",2018,478868.0000,X,478868.0000,X,X,X,X,X,2.00000
'05,"면부",'102," 부부+미혼형제자매",2018,2183.0000,X,X,2153.0000,28.0000,X,X,X,3.00000
'05,"면부",'103," 부부+기타친인척",2018,443.0000,X,X,390.0000,42.0000,8.0000,X,X,3.20000
'05,"면부",'104," 가구주+미혼형제자매",2018,9903.0000,X,9287.0000,581.0000,31.0000,X,X,X,2.10000
'05,"면부",'105," 가구주+기타친인척",2018,1496.0000,X,1356.0000,106.0000,27.0000,5.0000,X,X,2.10000
'05,"면부",'106," 기타",2018,18549.0000,X,7408.0000,10531.0000,572.0000,29.0000,7.0000,X,2.60000
'05,"면부",'20,"2세대 가구",2018,636427.0000,X,167283.0000,283925.0000,146820.0000,32997.0000,4395.0000,1007.0000,3.10000
'05,"면부",'201," 부부+미혼자녀",2018,319169.0000,X,X,173009.0000,117585.0000,25386.0000,2677.0000,512.0000,3.60000
'05,"면부",'202," 부+미혼자녀",2018,44043.0000,X,31862.0000,10224.0000,1749.0000,175.0000,25.0000,8.0000,2.30000
'05,"면부",'203," 모+미혼자녀",2018,90429.0000,X,67381.0000,19409.0000,3235.0000,339.0000,55.0000,10.0000,2.30000
'05,"면부",'204," 부부+양친",2018,3622.0000,X,X,X,3622.0000,X,X,X,4.00000
'05,"면부",'205," 부부+한부모",2018,23848.0000,X,X,23848.0000,X,X,X,X,3.00000
'05,"면부",'206," 부부+미혼자녀+부부미혼형제자매",2018,3466.0000,X,X,X,1745.0000,1348.0000,316.0000,57.0000,4.60000
'05,"면부",'207," 조부모+미혼손자녀",2018,7254.0000,X,X,5693.0000,1399.0000,152.0000,10.0000,X,3.20000
'05,"면부",'208," 조부 또는 조모+미혼손자녀",2018,10129.0000,X,8275.0000,1631.0000,206.0000,16.0000,X,X,2.20000
'05,"면부",'209," 기타",2018,134467.0000,X,59765.0000,50111.0000,17279.0000,5581.0000,1312.0000,419.0000,2.80000
'05,"면부",'30,"3세대 가구",2018,97568.0000,X,X,13046.0000,34385.0000,29290.0000,14558.0000,6289.0000,4.70000
'05,"면부",'301," 부부+미혼자녀+양친",2018,11561.0000,X,X,X,X,4577.0000,5099.0000,1885.0000,5.80000
'05,"면부",'302," 부부+미혼자녀+부친",2018,5768.0000,X,X,X,2561.0000,2425.0000,664.0000,118.0000,4.70000
'05,"면부",'303," 부부+미혼자녀+모친",2018,32742.0000,X,X,X,16026.0000,12762.0000,3366.0000,588.0000,4.70000
'05,"면부",'304," 기타",2018,47497.0000,X,X,13046.0000,15798.0000,9526.0000,5429.0000,3698.0000,4.40000
'05,"면부",'40,"4세대 이상 가구",2018,1626.0000,X,X,X,115.0000,404.0000,469.0000,638.0000,6.30000
'05,"면부",'50,"1인 가구",2018,684456.0000,684456.0000,X,X,X,X,X,X,1.00000
'05,"면부",'60,"비친족 가구",2018,40045.0000,X,33624.0000,4498.0000,1354.0000,569.0000,X,X,2.20000
'03,"동부",'00,"계",2018,16117258.0000,4624432.0000,4201180.0000,3504526.0000,2907583.0000,698087.0000,143208.0000,38242.0000,2.50000
'03,"동부",'10,"1세대 가구",2018,2718369.0000,X,2644611.0000,69347.0000,3990.0000,346.0000,65.0000,10.0000,2.00000
'03,"동부",'101," 부부",2018,2426257.0000,X,2426257.0000,X,X,X,X,X,2.00000
'03,"동부",'102," 부부+미혼형제자매",2018,15174.0000,X,X,14881.0000,285.0000,8.0000,X,X,3.00000
'03,"동부",'103," 부부+기타친인척",2018,3591.0000,X,X,3206.0000,309.0000,53.0000,19.0000,X,3.10000
'03,"동부",'104," 가구주+미혼형제자매",2018,179797.0000,X,168496.0000,10658.0000,590.0000,47.0000,6.0000,X,2.10000
'03,"동부",'105," 가구주+기타친인척",2018,14995.0000,X,13366.0000,1222.0000,309.0000,82.0000,13.0000,X,2.10000
'03,"동부",'106," 기타",2018,78555.0000,X,36492.0000,39380.0000,2497.0000,156.0000,27.0000,X,2.60000
'03,"동부",'20,"2세대 가구",2018,7798852.0000,X,1327554.0000,3328321.0000,2650425.0000,443678.0000,41731.0000,7143.0000,3.30000
'03,"동부",'201," 부부+미혼자녀",2018,5255004.0000,X,X,2467477.0000,2409467.0000,351616.0000,23526.0000,2918.0000,3.60000
'03,"동부",'202," 부+미혼자녀",2018,420358.0000,X,274646.0000,129124.0000,15394.0000,1045.0000,116.0000,33.0000,2.40000
'03,"동부",'203," 모+미혼자녀",2018,1280650.0000,X,825794.0000,401107.0000,49795.0000,3500.0000,378.0000,76.0000,2.40000
'03,"동부",'204," 부부+양친",2018,13182.0000,X,X,X,13182.0000,X,X,X,4.00000
'03,"동부",'205," 부부+한부모",2018,78515.0000,X,X,78515.0000,X,X,X,X,3.00000
'03,"동부",'206," 부부+미혼자녀+부부미혼형제자매",2018,59184.0000,X,X,X,25939.0000,27975.0000,4803.0000,467.0000,4.70000
'03,"동부",'207," 조부모+미혼손자녀",2018,32777.0000,X,X,25626.0000,6470.0000,594.0000,75.0000,12.0000,3.20000
'03,"동부",'208," 조부 또는 조모+미혼손자녀",2018,51114.0000,X,40186.0000,9892.0000,959.0000,70.0000,6.0000,X,2.20000
'03,"동부",'209," 기타",2018,608068.0000,X,186928.0000,216580.0000,129219.0000,58878.0000,12827.0000,3636.0000,3.20000
'03,"동부",'30,"3세대 가구",2018,704825.0000,X,X,81043.0000,244958.0000,249768.0000,99728.0000,29328.0000,4.70000
'03,"동부",'301," 부부+미혼자녀+양친",2018,76608.0000,X,X,X,X,30688.0000,38221.0000,7699.0000,5.70000
'03,"동부",'302," 부부+미혼자녀+부친",2018,57438.0000,X,X,X,23731.0000,28338.0000,4883.0000,486.0000,4.70000
'03,"동부",'303," 부부+미혼자녀+모친",2018,269846.0000,X,X,X,116759.0000,129396.0000,21734.0000,1957.0000,4.70000
'03,"동부",'304," 기타",2018,300933.0000,X,X,81043.0000,104468.0000,61346.0000,34890.0000,19186.0000,4.40000
'03,"동부",'40,"4세대 이상 가구",2018,5308.0000,X,X,X,358.0000,1505.0000,1684.0000,1761.0000,6.10000
'03,"동부",'50,"1인 가구",2018,4624432.0000,4624432.0000,X,X,X,X,X,X,1.00000
'03,"동부",'60,"비친족 가구",2018,265472.0000,X,229015.0000,25815.0000,7852.0000,2790.0000,X,X,2.20000
'11,"서울특별시",'00,"계",2018,3839766.0000,1229421.0000,977469.0000,807545.0000,637385.0000,147231.0000,32059.0000,8656.0000,2.40000
'11,"서울특별시",'10,"1세대 가구",2018,626988.0000,X,606796.0000,18948.0000,1115.0000,107.0000,20.0000,X,2.00000
'11,"서울특별시",'101," 부부",2018,534651.0000,X,534651.0000,X,X,X,X,X,2.00000
'11,"서울특별시",'102," 부부+미혼형제자매",2018,4093.0000,X,X,4012.0000,76.0000,5.0000,X,X,3.00000
'11,"서울특별시",'103," 부부+기타친인척",2018,1082.0000,X,X,945.0000,105.0000,23.0000,8.0000,X,3.20000
'11,"서울특별시",'104," 가구주+미혼형제자매",2018,62868.0000,X,59229.0000,3433.0000,184.0000,20.0000,X,X,2.10000
'11,"서울특별시",'105," 가구주+기타친인척",2018,4427.0000,X,3980.0000,332.0000,87.0000,24.0000,X,X,2.10000
'11,"서울특별시",'106," 기타",2018,19867.0000,X,8936.0000,10226.0000,663.0000,35.0000,7.0000,X,2.60000
'11,"서울특별시",'20,"2세대 가구",2018,1740777.0000,X,304962.0000,762293.0000,577118.0000,86804.0000,8141.0000,1459.0000,3.30000
'11,"서울특별시",'201," 부부+미혼자녀",2018,1155128.0000,X,X,567825.0000,519279.0000,63524.0000,3993.0000,507.0000,3.60000
'11,"서울특별시",'202," 부+미혼자녀",2018,87195.0000,X,58727.0000,25627.0000,2633.0000,187.0000,15.0000,6.0000,2.40000
'11,"서울특별시",'203," 모+미혼자녀",2018,298046.0000,X,195810.0000,91869.0000,9637.0000,639.0000,78.0000,13.0000,2.40000
'11,"서울특별시",'204," 부부+양친",2018,3315.0000,X,X,X,3315.0000,X,X,X,4.00000
'11,"서울특별시",'205," 부부+한부모",2018,16236.0000,X,X,16236.0000,X,X,X,X,3.00000
'11,"서울특별시",'206," 부부+미혼자녀+부부미혼형제자매",2018,15177.0000,X,X,X,6995.0000,7056.0000,1024.0000,102.0000,4.60000
'11,"서울특별시",'207," 조부모+미혼손자녀",2018,8265.0000,X,X,6471.0000,1630.0000,138.0000,20.0000,6.0000,3.20000
'11,"서울특별시",'208," 조부 또는 조모+미혼손자녀",2018,11946.0000,X,9394.0000,2345.0000,191.0000,14.0000,X,X,2.20000
'11,"서울특별시",'209," 기타",2018,145469.0000,X,41031.0000,51920.0000,33438.0000,15246.0000,3009.0000,825.0000,3.20000
'11,"서울특별시",'30,"3세대 가구",2018,164734.0000,X,X,18559.0000,56645.0000,59159.0000,23534.0000,6837.0000,4.70000
'11,"서울특별시",'301," 부부+미혼자녀+양친",2018,19412.0000,X,X,X,X,8218.0000,9544.0000,1650.0000,5.70000
'11,"서울특별시",'302," 부부+미혼자녀+부친",2018,12965.0000,X,X,X,5566.0000,6377.0000,926.0000,96.0000,4.70000
'11,"서울특별시",'303," 부부+미혼자녀+모친",2018,61422.0000,X,X,X,26827.0000,29858.0000,4363.0000,374.0000,4.60000
'11,"서울특별시",'304," 기타",2018,70935.0000,X,X,18559.0000,24252.0000,14706.0000,8701.0000,4717.0000,4.40000
'11,"서울특별시",'40,"4세대 이상 가구",2018,1121.0000,X,X,X,62.0000,337.0000,364.0000,358.0000,6.10000
'11,"서울특별시",'50,"1인 가구",2018,1229421.0000,1229421.0000,X,X,X,X,X,X,1.00000
'11,"서울특별시",'60,"비친족 가구",2018,76725.0000,X,65711.0000,7745.0000,2445.0000,824.0000,X,X,2.20000
'11010," 종로구",'00,"계",2018,63773.0000,25326.0000,15957.0000,11241.0000,8286.0000,2228.0000,573.0000,162.0000,2.20000
'11010," 종로구",'10,"1세대 가구",2018,10126.0000,X,9745.0000,351.0000,25.0000,X,X,X,2.00000
'11010," 종로구",'101," 부부",2018,8563.0000,X,8563.0000,X,X,X,X,X,2.00000
'11010," 종로구",'102," 부부+미혼형제자매",2018,59.0000,X,X,59.0000,X,X,X,X,3.00000
'11010," 종로구",'103," 부부+기타친인척",2018,13.0000,X,X,12.0000,X,X,X,X,3.10000
'11010," 종로구",'104," 가구주+미혼형제자매",2018,1025.0000,X,968.0000,54.0000,X,X,X,X,2.10000
'11010," 종로구",'105," 가구주+기타친인척",2018,78.0000,X,67.0000,6.0000,X,X,X,X,2.20000
'11010," 종로구",'106," 기타",2018,388.0000,X,147.0000,220.0000,19.0000,X,X,X,2.70000
'11010," 종로구",'20,"2세대 가구",2018,23800.0000,X,4806.0000,10329.0000,7252.0000,1245.0000,140.0000,28.0000,3.20000
'11010," 종로구",'201," 부부+미혼자녀",2018,14771.0000,X,X,7501.0000,6293.0000,898.0000,68.0000,11.0000,3.60000
'11010," 종로구",'202," 부+미혼자녀",2018,1251.0000,X,859.0000,346.0000,44.0000,X,X,X,2.40000
'11010," 종로구",'203," 모+미혼자녀",2018,4455.0000,X,3055.0000,1225.0000,165.0000,7.0000,X,X,2.40000
'11010," 종로구",'204," 부부+양친",2018,74.0000,X,X,X,74.0000,X,X,X,4.00000
'11010," 종로구",'205," 부부+한부모",2018,262.0000,X,X,262.0000,X,X,X,X,3.00000
'11010," 종로구",'206," 부부+미혼자녀+부부미혼형제자매",2018,232.0000,X,X,X,118.0000,94.0000,15.0000,5.0000,4.60000
'11010," 종로구",'207," 조부모+미혼손자녀",2018,145.0000,X,X,118.0000,24.0000,X,X,X,3.20000
'11010," 종로구",'208," 조부 또는 조모+미혼손자녀",2018,215.0000,X,169.0000,46.0000,X,X,X,X,2.20000
'11010," 종로구",'209," 기타",2018,2395.0000,X,723.0000,831.0000,534.0000,241.0000,54.0000,12.0000,3.20000
'11010," 종로구",'30,"3세대 가구",2018,2722.0000,X,X,305.0000,926.0000,939.0000,426.0000,126.0000,4.70000
'11010," 종로구",'301," 부부+미혼자녀+양친",2018,299.0000,X,X,X,X,129.0000,135.0000,35.0000,5.70000
'11010," 종로구",'302," 부부+미혼자녀+부친",2018,192.0000,X,X,X,80.0000,98.0000,13.0000,X,4.70000
'11010," 종로구",'303," 부부+미혼자녀+모친",2018,971.0000,X,X,X,428.0000,448.0000,90.0000,5.0000,4.70000
'11010," 종로구",'304," 기타",2018,1260.0000,X,X,305.0000,418.0000,264.0000,188.0000,85.0000,4.50000
'11010," 종로구",'40,"4세대 이상 가구",2018,19.0000,X,X,X,X,6.0000,5.0000,8.0000,6.30000
'11010," 종로구",'50,"1인 가구",2018,25326.0000,25326.0000,X,X,X,X,X,X,1.00000
'11010," 종로구",'60,"비친족 가구",2018,1780.0000,X,1406.0000,256.0000,83.0000,35.0000,X,X,2.30000
'11020," 중구",'00,"계",2018,53102.0000,20803.0000,14101.0000,9601.0000,6463.0000,1591.0000,433.0000,110.0000,2.20000
'11020," 중구",'10,"1세대 가구",2018,8945.0000,X,8610.0000,315.0000,15.0000,X,X,X,2.00000
'11020," 중구",'101," 부부",2018,7403.0000,X,7403.0000,X,X,X,X,X,2.00000
'11020," 중구",'102," 부부+미혼형제자매",2018,70.0000,X,X,67.0000,X,X,X,X,3.00000
'11020," 중구",'103," 부부+기타친인척",2018,11.0000,X,X,9.0000,X,X,X,X,3.30000
'11020," 중구",'104," 가구주+미혼형제자매",2018,1034.0000,X,973.0000,58.0000,X,X,X,X,2.10000
'11020," 중구",'105," 가구주+기타친인척",2018,78.0000,X,68.0000,9.0000,X,X,X,X,2.10000
'11020," 중구",'106," 기타",2018,349.0000,X,166.0000,172.0000,7.0000,X,X,X,2.60000
'11020," 중구",'20,"2세대 가구",2018,19728.0000,X,4250.0000,8804.0000,5673.0000,880.0000,105.0000,16.0000,3.20000
'11020," 중구",'201," 부부+미혼자녀",2018,11951.0000,X,X,6387.0000,4912.0000,603.0000,45.0000,X,3.50000
'11020," 중구",'202," 부+미혼자녀",2018,1223.0000,X,884.0000,307.0000,25.0000,5.0000,X,X,2.30000
'11020," 중구",'203," 모+미혼자녀",2018,3700.0000,X,2532.0000,1046.0000,114.0000,8.0000,X,X,2.40000
'11020," 중구",'204," 부부+양친",2018,54.0000,X,X,X,54.0000,X,X,X,4.00000
'11020," 중구",'205," 부부+한부모",2018,217.0000,X,X,217.0000,X,X,X,X,3.00000
'11020," 중구",'206," 부부+미혼자녀+부부미혼형제자매",2018,176.0000,X,X,X,86.0000,74.0000,14.0000,X,4.60000
'11020," 중구",'207," 조부모+미혼손자녀",2018,96.0000,X,X,75.0000,20.0000,X,X,X,3.20000
'11020," 중구",'208," 조부 또는 조모+미혼손자녀",2018,179.0000,X,139.0000,35.0000,5.0000,X,X,X,2.30000
'11020," 중구",'209," 기타",2018,2132.0000,X,695.0000,737.0000,457.0000,189.0000,45.0000,9.0000,3.10000
'11020," 중구",'30,"3세대 가구",2018,2059.0000,X,X,277.0000,690.0000,680.0000,323.0000,89.0000,4.70000
'11020," 중구",'301," 부부+미혼자녀+양친",2018,236.0000,X,X,X,X,89.0000,127.0000,20.0000,5.70000
'11020," 중구",'302," 부부+미혼자녀+부친",2018,147.0000,X,X,X,74.0000,57.0000,16.0000,X,4.60000
'11020," 중구",'303," 부부+미혼자녀+모친",2018,713.0000,X,X,X,294.0000,350.0000,65.0000,X,4.70000
'11020," 중구",'304," 기타",2018,963.0000,X,X,277.0000,322.0000,184.0000,115.0000,65.0000,4.40000
'11020," 중구",'40,"4세대 이상 가구",2018,12.0000,X,X,X,X,X,X,5.0000,6.20000
'11020," 중구",'50,"1인 가구",2018,20803.0000,20803.0000,X,X,X,X,X,X,1.00000
'11020," 중구",'60,"비친족 가구",2018,1555.0000,X,1241.0000,205.0000,85.0000,24.0000,X,X,2.30000
'11030," 용산구",'00,"계",2018,92500.0000,34240.0000,24574.0000,17717.0000,12098.0000,3019.0000,681.0000,171.0000,2.20000
'11030," 용산구",'10,"1세대 가구",2018,15834.0000,X,15183.0000,608.0000,36.0000,6.0000,X,X,2.00000
'11030," 용산구",'101," 부부",2018,13100.0000,X,13100.0000,X,X,X,X,X,2.00000
'11030," 용산구",'102," 부부+미혼형제자매",2018,121.0000,X,X,120.0000,X,X,X,X,3.00000
'11030," 용산구",'103," 부부+기타친인척",2018,25.0000,X,X,21.0000,X,X,X,X,3.20000
'11030," 용산구",'104," 가구주+미혼형제자매",2018,1816.0000,X,1715.0000,96.0000,X,X,X,X,2.10000
'11030," 용산구",'105," 가구주+기타친인척",2018,151.0000,X,130.0000,17.0000,X,X,X,X,2.20000
'11030," 용산구",'106," 기타",2018,621.0000,X,238.0000,354.0000,27.0000,X,X,X,2.70000
'11030," 용산구",'20,"2세대 가구",2018,35996.0000,X,7147.0000,16303.0000,10593.0000,1747.0000,183.0000,23.0000,3.20000
'11030," 용산구",'201," 부부+미혼자녀",2018,22429.0000,X,X,11935.0000,9207.0000,1192.0000,86.0000,9.0000,3.50000
'11030," 용산구",'202," 부+미혼자녀",2018,1954.0000,X,1348.0000,533.0000,65.0000,7.0000,X,X,2.40000
'11030," 용산구",'203," 모+미혼자녀",2018,6558.0000,X,4484.0000,1860.0000,195.0000,19.0000,X,X,2.40000
'11030," 용산구",'204," 부부+양친",2018,71.0000,X,X,X,71.0000,X,X,X,4.00000
'11030," 용산구",'205," 부부+한부모",2018,425.0000,X,X,425.0000,X,X,X,X,3.00000
'11030," 용산구",'206," 부부+미혼자녀+부부미혼형제자매",2018,323.0000,X,X,X,165.0000,136.0000,21.0000,X,4.60000
'11030," 용산구",'207," 조부모+미혼손자녀",2018,222.0000,X,X,177.0000,43.0000,X,X,X,3.20000
'11030," 용산구",'208," 조부 또는 조모+미혼손자녀",2018,322.0000,X,268.0000,49.0000,5.0000,X,X,X,2.20000
'11030," 용산구",'209," 기타",2018,3692.0000,X,1047.0000,1324.0000,842.0000,391.0000,75.0000,13.0000,3.20000
'11030," 용산구",'30,"3세대 가구",2018,3613.0000,X,X,405.0000,1353.0000,1223.0000,493.0000,139.0000,4.60000
'11030," 용산구",'301," 부부+미혼자녀+양친",2018,390.0000,X,X,X,X,178.0000,184.0000,28.0000,5.60000
'11030," 용산구",'302," 부부+미혼자녀+부친",2018,261.0000,X,X,X,122.0000,117.0000,21.0000,X,4.60000
'11030," 용산구",'303," 부부+미혼자녀+모친",2018,1383.0000,X,X,X,671.0000,618.0000,89.0000,5.0000,4.60000
'11030," 용산구",'304," 기타",2018,1579.0000,X,X,405.0000,560.0000,310.0000,199.0000,105.0000,4.40000
'11030," 용산구",'40,"4세대 이상 가구",2018,26.0000,X,X,X,X,11.0000,X,9.0000,5.80000
'11030," 용산구",'50,"1인 가구",2018,34240.0000,34240.0000,X,X,X,X,X,X,1.00000
'11030," 용산구",'60,"비친족 가구",2018,2791.0000,X,2244.0000,401.0000,114.0000,32.0000,X,X,2.30000
'11040," 성동구",'00,"계",2018,123963.0000,40706.0000,32135.0000,26002.0000,19548.0000,4273.0000,1035.0000,264.0000,2.30000
'11040," 성동구",'10,"1세대 가구",2018,21169.0000,X,20503.0000,628.0000,30.0000,6.0000,X,X,2.00000
'11040," 성동구",'101," 부부",2018,17886.0000,X,17886.0000,X,X,X,X,X,2.00000
'11040," 성동구",'102," 부부+미혼형제자매",2018,171.0000,X,X,164.0000,6.0000,X,X,X,3.00000
'11040," 성동구",'103," 부부+기타친인척",2018,27.0000,X,X,23.0000,X,X,X,X,3.20000
'11040," 성동구",'104," 가구주+미혼형제자매",2018,2297.0000,X,2182.0000,107.0000,7.0000,X,X,X,2.10000
'11040," 성동구",'105," 가구주+기타친인척",2018,167.0000,X,155.0000,9.0000,X,X,X,X,2.10000
'11040," 성동구",'106," 기타",2018,621.0000,X,280.0000,325.0000,13.0000,X,X,X,2.60000
'11040," 성동구",'20,"2세대 가구",2018,54370.0000,X,9583.0000,24545.0000,17602.0000,2347.0000,245.0000,48.0000,3.30000
'11040," 성동구",'201," 부부+미혼자녀",2018,36054.0000,X,X,18587.0000,15713.0000,1630.0000,110.0000,14.0000,3.50000
'11040," 성동구",'202," 부+미혼자녀",2018,2839.0000,X,1900.0000,845.0000,87.0000,6.0000,X,X,2.40000
