"세대구성 및 가구원수별 가구(일반가구) - 시군구"

"C행정구역별(시군구)","행정구역별(시군구)","C세대구성별","세대구성별","시점","일반가구 (가구)","가구원수 1명 (가구)","가구원수 2명 (가구)","가구원수 3명 (가구)","가구원수 4명 (가구)","가구원수 5명 (가구)","가구원수 6명 (가구)","가구원수 7명 이상 (가구)","평균 가구원수 (명)"
'03,"동부",'102," 부부+미혼형제자매",2022,15725.0000,X,X,15480.0000,240.0000,5.0000,X,X,3.00000
'03,"동부",'103," 부부+기타친인척",2022,3970.0000,X,X,3629.0000,281.0000,44.0000,13.0000,X,3.10000
'03,"동부",'104," 가구주+미혼형제자매",2022,200659.0000,X,189858.0000,10259.0000,496.0000,42.0000,X,X,2.10000
'03,"동부",'105," 가구주+기타친인척",2022,19250.0000,X,17527.0000,1307.0000,303.0000,100.0000,12.0000,X,2.10000
'03,"동부",'106," 기타",2022,81916.0000,X,39366.0000,40085.0000,2310.0000,139.0000,15.0000,X,2.60000
'03,"동부",'20,"2세대 가구",2022,7495236.0000,X,1394380.0000,3325302.0000,2365277.0000,371939.0000,33068.0000,5270.0000,3.20000
'03,"동부",'201," 부부+미혼자녀",2022,5041855.0000,X,X,2549780.0000,2164170.0000,304911.0000,20463.0000,2531.0000,3.60000
'03,"동부",'202," 부+미혼자녀",2022,404503.0000,X,278623.0000,111255.0000,13557.0000,934.0000,114.0000,20.0000,2.40000
'03,"동부",'203," 모+미혼자녀",2022,1279279.0000,X,874913.0000,356668.0000,44009.0000,3245.0000,359.0000,85.0000,2.40000
'03,"동부",'204," 부부+양친",2022,10807.0000,X,X,X,10807.0000,X,X,X,4.00000
'03,"동부",'205," 부부+한부모",2022,73152.0000,X,X,73152.0000,X,X,X,X,3.00000
'03,"동부",'206," 부부+미혼자녀+부부미혼형제자매",2022,46360.0000,X,X,X,22394.0000,20274.0000,3370.0000,322.0000,4.60000
'03,"동부",'207," 조부모+미혼손자녀",2022,35164.0000,X,X,28081.0000,6390.0000,621.0000,62.0000,10.0000,3.20000
'03,"동부",'208," 조부 또는 조모+미혼손자녀",2022,55285.0000,X,45698.0000,8759.0000,775.0000,49.0000,X,X,2.20000
'03,"동부",'209," 기타",2022,548831.0000,X,195146.0000,197607.0000,103175.0000,41905.0000,8697.0000,2301.0000,3.10000
'03,"동부",'30,"3세대 가구",2022,528999.0000,X,X,77002.0000,202487.0000,172542.0000,61183.0000,15785.0000,4.50000
'03,"동부",'301," 부부+미혼자녀+양친",2022,49177.0000,X,X,X,X,21265.0000,23272.0000,4640.0000,5.70000
'03,"동부",'302," 부부+미혼자녀+부친",2022,45487.0000,X,X,X,20297.0000,21230.0000,3613.0000,347.0000,4.60000
'03,"동부",'303," 부부+미혼자녀+모친",2022,195362.0000,X,X,X,93685.0000,86278.0000,14142.0000,1257.0000,4.60000
'03,"동부",'304," 기타",2022,238973.0000,X,X,77002.0000,88505.0000,43769.0000,20156.0000,9541.0000,4.20000
'03,"동부",'40,"4세대 이상 가구",2022,2845.0000,X,X,X,366.0000,871.0000,872.0000,736.0000,5.80000
'03,"동부",'50,"1인 가구",2022,6023358.0000,6023358.0000,X,X,X,X,X,X,1.00000
'03,"동부",'60,"비친족 가구",2022,406914.0000,X,367432.0000,29319.0000,7415.0000,2748.0000,X,X,2.10000
'11,"서울특별시",'00,"계",2022,4098818.0000,1564187.0000,1076409.0000,776479.0000,544807.0000,111012.0000,21153.0000,4771.0000,2.20000
'11,"서울특별시",'10,"1세대 가구",2022,689093.0000,X,669956.0000,18103.0000,921.0000,97.0000,15.0000,X,2.00000
'11,"서울특별시",'101," 부부",2022,590521.0000,X,590521.0000,X,X,X,X,X,2.00000
'11,"서울특별시",'102," 부부+미혼형제자매",2022,3758.0000,X,X,3703.0000,54.0000,X,X,X,3.00000
'11,"서울특별시",'103," 부부+기타친인척",2022,1174.0000,X,X,1076.0000,74.0000,16.0000,7.0000,X,3.10000
'11,"서울특별시",'104," 가구주+미혼형제자매",2022,68738.0000,X,65390.0000,3190.0000,141.0000,16.0000,X,X,2.10000
'11,"서울특별시",'105," 가구주+기타친인척",2022,5671.0000,X,5192.0000,377.0000,73.0000,27.0000,X,X,2.10000
'11,"서울특별시",'106," 기타",2022,19231.0000,X,8853.0000,9757.0000,579.0000,37.0000,5.0000,X,2.60000
'11,"서울특별시",'20,"2세대 가구",2022,1611980.0000,X,309899.0000,732726.0000,494342.0000,67987.0000,6089.0000,937.0000,3.20000
'11,"서울특별시",'201," 부부+미혼자녀",2022,1067097.0000,X,X,563711.0000,448120.0000,51605.0000,3281.0000,380.0000,3.50000
'11,"서울특별시",'202," 부+미혼자녀",2022,80370.0000,X,57249.0000,20865.0000,2090.0000,142.0000,21.0000,X,2.30000
'11,"서울특별시",'203," 모+미혼자녀",2022,284980.0000,X,199399.0000,77169.0000,7810.0000,529.0000,63.0000,10.0000,2.30000
'11,"서울특별시",'204," 부부+양친",2022,2578.0000,X,X,X,2578.0000,X,X,X,4.00000
'11,"서울특별시",'205," 부부+한부모",2022,14663.0000,X,X,14663.0000,X,X,X,X,3.00000
'11,"서울특별시",'206," 부부+미혼자녀+부부미혼형제자매",2022,11343.0000,X,X,X,5721.0000,4866.0000,687.0000,69.0000,4.60000
'11,"서울특별시",'207," 조부모+미혼손자녀",2022,9009.0000,X,X,7223.0000,1600.0000,164.0000,19.0000,X,3.20000
'11,"서울특별시",'208," 조부 또는 조모+미혼손자녀",2022,13140.0000,X,10844.0000,2125.0000,159.0000,11.0000,X,X,2.20000
'11,"서울특별시",'209," 기타",2022,128800.0000,X,42407.0000,46970.0000,26264.0000,10670.0000,2017.0000,472.0000,3.10000
'11,"서울특별시",'30,"3세대 가구",2022,125014.0000,X,X,17313.0000,47219.0000,41926.0000,14868.0000,3688.0000,4.50000
'11,"서울특별시",'301," 부부+미혼자녀+양친",2022,13167.0000,X,X,X,X,5931.0000,6258.0000,978.0000,5.60000
'11,"서울특별시",'302," 부부+미혼자녀+부친",2022,10332.0000,X,X,X,4821.0000,4809.0000,650.0000,52.0000,4.60000
'11,"서울특별시",'303," 부부+미혼자녀+모친",2022,46099.0000,X,X,X,22141.0000,20795.0000,2927.0000,236.0000,4.60000
'11,"서울특별시",'304," 기타",2022,55416.0000,X,X,17313.0000,20257.0000,10391.0000,5033.0000,2422.0000,4.20000
'11,"서울특별시",'40,"4세대 이상 가구",2022,593.0000,X,X,X,62.0000,205.0000,181.0000,145.0000,5.80000
'11,"서울특별시",'50,"1인 가구",2022,1564187.0000,1564187.0000,X,X,X,X,X,X,1.00000
'11,"서울특별시",'60,"비친족 가구",2022,107951.0000,X,96554.0000,8337.0000,2263.0000,797.0000,X,X,2.10000
'11010," 종로구",'00,"계",2022,64422.0000,28424.0000,16471.0000,10570.0000,6943.0000,1585.0000,357.0000,72.0000,2.00000
'11010," 종로구",'10,"1세대 가구",2022,10425.0000,X,10049.0000,351.0000,22.0000,X,X,X,2.00000
'11010," 종로구",'101," 부부",2022,8794.0000,X,8794.0000,X,X,X,X,X,2.00000
'11010," 종로구",'102," 부부+미혼형제자매",2022,68.0000,X,X,67.0000,X,X,X,X,3.00000
'11010," 종로구",'103," 부부+기타친인척",2022,14.0000,X,X,11.0000,X,X,X,X,3.30000
'11010," 종로구",'104," 가구주+미혼형제자매",2022,1077.0000,X,1022.0000,54.0000,X,X,X,X,2.10000
'11010," 종로구",'105," 가구주+기타친인척",2022,92.0000,X,83.0000,5.0000,X,X,X,X,2.20000
'11010," 종로구",'106," 기타",2022,380.0000,X,150.0000,214.0000,15.0000,X,X,X,2.70000
'11010," 종로구",'20,"2세대 가구",2022,21418.0000,X,4628.0000,9686.0000,6042.0000,938.0000,111.0000,13.0000,3.20000
'11010," 종로구",'201," 부부+미혼자녀",2022,13192.0000,X,X,7201.0000,5240.0000,695.0000,51.0000,5.0000,3.50000
'11010," 종로구",'202," 부+미혼자녀",2022,1106.0000,X,805.0000,259.0000,39.0000,X,X,X,2.30000
'11010," 종로구",'203," 모+미혼자녀",2022,4063.0000,X,2906.0000,1029.0000,124.0000,X,X,X,2.30000
'11010," 종로구",'204," 부부+양친",2022,50.0000,X,X,X,50.0000,X,X,X,4.00000
'11010," 종로구",'205," 부부+한부모",2022,234.0000,X,X,234.0000,X,X,X,X,3.00000
'11010," 종로구",'206," 부부+미혼자녀+부부미혼형제자매",2022,189.0000,X,X,X,80.0000,88.0000,19.0000,X,4.70000
'11010," 종로구",'207," 조부모+미혼손자녀",2022,152.0000,X,X,122.0000,26.0000,X,X,X,3.20000
'11010," 종로구",'208," 조부 또는 조모+미혼손자녀",2022,244.0000,X,203.0000,38.0000,X,X,X,X,2.20000
'11010," 종로구",'209," 기타",2022,2188.0000,X,714.0000,803.0000,480.0000,147.0000,38.0000,6.0000,3.10000
'11010," 종로구",'30,"3세대 가구",2022,1985.0000,X,X,280.0000,800.0000,609.0000,239.0000,57.0000,4.50000
'11010," 종로구",'301," 부부+미혼자녀+양친",2022,190.0000,X,X,X,X,87.0000,91.0000,12.0000,5.60000
'11010," 종로구",'302," 부부+미혼자녀+부친",2022,150.0000,X,X,X,78.0000,58.0000,12.0000,X,4.60000
'11010," 종로구",'303," 부부+미혼자녀+모친",2022,705.0000,X,X,X,364.0000,281.0000,55.0000,5.0000,4.60000
'11010," 종로구",'304," 기타",2022,940.0000,X,X,280.0000,358.0000,183.0000,81.0000,38.0000,4.20000
'11010," 종로구",'40,"4세대 이상 가구",2022,10.0000,X,X,X,X,X,6.0000,X,6.10000
'11010," 종로구",'50,"1인 가구",2022,28424.0000,28424.0000,X,X,X,X,X,X,1.00000
'11010," 종로구",'60,"비친족 가구",2022,2160.0000,X,1794.0000,253.0000,79.0000,34.0000,X,X,2.20000
'11020," 중구",'00,"계",2022,56260.0000,25247.0000,15189.0000,8952.0000,5344.0000,1194.0000,263.0000,71.0000,2.00000
'11020," 중구",'10,"1세대 가구",2022,9453.0000,X,9155.0000,279.0000,17.0000,X,X,X,2.00000
'11020," 중구",'101," 부부",2022,7814.0000,X,7814.0000,X,X,X,X,X,2.00000
'11020," 중구",'102," 부부+미혼형제자매",2022,51.0000,X,X,50.0000,X,X,X,X,3.00000
'11020," 중구",'103," 부부+기타친인척",2022,18.0000,X,X,16.0000,X,X,X,X,3.20000
'11020," 중구",'104," 가구주+미혼형제자매",2022,1159.0000,X,1102.0000,54.0000,X,X,X,X,2.10000
'11020," 중구",'105," 가구주+기타친인척",2022,93.0000,X,83.0000,7.0000,X,X,X,X,2.10000
'11020," 중구",'106," 기타",2022,318.0000,X,156.0000,152.0000,10.0000,X,X,X,2.50000
'11020," 중구",'20,"2세대 가구",2022,17843.0000,X,4271.0000,8230.0000,4637.0000,630.0000,60.0000,15.0000,3.10000
'11020," 중구",'201," 부부+미혼자녀",2022,10569.0000,X,X,6060.0000,4031.0000,445.0000,28.0000,5.0000,3.50000
'11020," 중구",'202," 부+미혼자녀",2022,1131.0000,X,850.0000,254.0000,23.0000,X,X,X,2.30000
'11020," 중구",'203," 모+미혼자녀",2022,3500.0000,X,2546.0000,867.0000,78.0000,7.0000,X,X,2.30000
'11020," 중구",'204," 부부+양친",2022,44.0000,X,X,X,44.0000,X,X,X,4.00000
'11020," 중구",'205," 부부+한부모",2022,218.0000,X,X,218.0000,X,X,X,X,3.00000
'11020," 중구",'206," 부부+미혼자녀+부부미혼형제자매",2022,125.0000,X,X,X,69.0000,49.0000,5.0000,X,4.50000
'11020," 중구",'207," 조부모+미혼손자녀",2022,106.0000,X,X,87.0000,17.0000,X,X,X,3.20000
'11020," 중구",'208," 조부 또는 조모+미혼손자녀",2022,219.0000,X,184.0000,32.0000,X,X,X,X,2.20000
'11020," 중구",'209," 기타",2022,1931.0000,X,691.0000,712.0000,372.0000,124.0000,24.0000,8.0000,3.00000
'11020," 중구",'30,"3세대 가구",2022,1675.0000,X,X,260.0000,627.0000,535.0000,199.0000,54.0000,4.50000
'11020," 중구",'301," 부부+미혼자녀+양친",2022,160.0000,X,X,X,X,68.0000,78.0000,14.0000,5.70000
'11020," 중구",'302," 부부+미혼자녀+부친",2022,123.0000,X,X,X,67.0000,47.0000,7.0000,X,4.50000
'11020," 중구",'303," 부부+미혼자녀+모친",2022,603.0000,X,X,X,278.0000,279.0000,42.0000,X,4.60000
'11020," 중구",'304," 기타",2022,789.0000,X,X,260.0000,282.0000,141.0000,72.0000,34.0000,4.20000
'11020," 중구",'40,"4세대 이상 가구",2022,8.0000,X,X,X,X,X,X,X,6.30000
'11020," 중구",'50,"1인 가구",2022,25247.0000,25247.0000,X,X,X,X,X,X,1.00000
'11020," 중구",'60,"비친족 가구",2022,2034.0000,X,1763.0000,183.0000,63.0000,25.0000,X,X,2.20000
'11030," 용산구",'00,"계",2022,98483.0000,41437.0000,26780.0000,16985.0000,10360.0000,2355.0000,471.0000,95.0000,2.10000
'11030," 용산구",'10,"1세대 가구",2022,17168.0000,X,16546.0000,595.0000,24.0000,X,X,X,2.00000
'11030," 용산구",'101," 부부",2022,14140.0000,X,14140.0000,X,X,X,X,X,2.00000
'11030," 용산구",'102," 부부+미혼형제자매",2022,105.0000,X,X,105.0000,X,X,X,X,3.00000
'11030," 용산구",'103," 부부+기타친인척",2022,28.0000,X,X,25.0000,X,X,X,X,3.20000
'11030," 용산구",'104," 가구주+미혼형제자매",2022,2124.0000,X,2031.0000,89.0000,X,X,X,X,2.00000
'11030," 용산구",'105," 가구주+기타친인척",2022,157.0000,X,142.0000,14.0000,X,X,X,X,2.10000
'11030," 용산구",'106," 기타",2022,614.0000,X,233.0000,362.0000,19.0000,X,X,X,2.70000
'11030," 용산구",'20,"2세대 가구",2022,33248.0000,X,6922.0000,15641.0000,9149.0000,1383.0000,144.0000,9.0000,3.20000
'11030," 용산구",'201," 부부+미혼자녀",2022,20933.0000,X,X,11850.0000,7996.0000,1015.0000,69.0000,X,3.50000
'11030," 용산구",'202," 부+미혼자녀",2022,1787.0000,X,1283.0000,445.0000,51.0000,6.0000,X,X,2.30000
'11030," 용산구",'203," 모+미혼자녀",2022,5956.0000,X,4258.0000,1519.0000,167.0000,11.0000,X,X,2.30000
'11030," 용산구",'204," 부부+양친",2022,79.0000,X,X,X,79.0000,X,X,X,4.00000
'11030," 용산구",'205," 부부+한부모",2022,367.0000,X,X,367.0000,X,X,X,X,3.00000
'11030," 용산구",'206," 부부+미혼자녀+부부미혼형제자매",2022,252.0000,X,X,X,133.0000,102.0000,16.0000,X,4.50000
'11030," 용산구",'207," 조부모+미혼손자녀",2022,221.0000,X,X,179.0000,38.0000,X,X,X,3.20000
'11030," 용산구",'208," 조부 또는 조모+미혼손자녀",2022,340.0000,X,284.0000,54.0000,X,X,X,X,2.20000
'11030," 용산구",'209," 기타",2022,3313.0000,X,1097.0000,1227.0000,684.0000,244.0000,56.0000,5.0000,3.10000
'11030," 용산구",'30,"3세대 가구",2022,2799.0000,X,X,404.0000,1084.0000,911.0000,320.0000,80.0000,4.50000
'11030," 용산구",'301," 부부+미혼자녀+양친",2022,265.0000,X,X,X,X,134.0000,123.0000,8.0000,5.50000
'11030," 용산구",'302," 부부+미혼자녀+부친",2022,217.0000,X,X,X,109.0000,96.0000,12.0000,X,4.60000
'11030," 용산구",'303," 부부+미혼자녀+모친",2022,1000.0000,X,X,X,496.0000,434.0000,65.0000,5.0000,4.60000
'11030," 용산구",'304," 기타",2022,1317.0000,X,X,404.0000,479.0000,247.0000,120.0000,67.0000,4.20000
'11030," 용산구",'40,"4세대 이상 가구",2022,22.0000,X,X,X,X,9.0000,6.0000,6.0000,5.90000
'11030," 용산구",'50,"1인 가구",2022,41437.0000,41437.0000,X,X,X,X,X,X,1.00000
'11030," 용산구",'60,"비친족 가구",2022,3809.0000,X,3312.0000,345.0000,102.0000,50.0000,X,X,2.20000
'11040," 성동구",'00,"계",2022,122873.0000,46548.0000,32508.0000,24157.0000,15862.0000,3035.0000,622.0000,141.0000,2.20000
'11040," 성동구",'10,"1세대 가구",2022,21163.0000,X,20596.0000,533.0000,28.0000,5.0000,X,X,2.00000
'11040," 성동구",'101," 부부",2022,18052.0000,X,18052.0000,X,X,X,X,X,2.00000
'11040," 성동구",'102," 부부+미혼형제자매",2022,119.0000,X,X,117.0000,X,X,X,X,3.00000
'11040," 성동구",'103," 부부+기타친인척",2022,26.0000,X,X,24.0000,X,X,X,X,3.20000
'11040," 성동구",'104," 가구주+미혼형제자매",2022,2178.0000,X,2078.0000,93.0000,7.0000,X,X,X,2.00000
'11040," 성동구",'105," 가구주+기타친인척",2022,170.0000,X,160.0000,9.0000,X,X,X,X,2.10000
'11040," 성동구",'106," 기타",2022,618.0000,X,306.0000,290.0000,18.0000,X,X,X,2.50000
'11040," 성동구",'20,"2세대 가구",2022,48098.0000,X,9096.0000,22867.0000,14267.0000,1686.0000,162.0000,20.0000,3.20000
'11040," 성동구",'201," 부부+미혼자녀",2022,31986.0000,X,X,17844.0000,12858.0000,1200.0000,80.0000,X,3.50000
'11040," 성동구",'202," 부+미혼자녀",2022,2425.0000,X,1737.0000,632.0000,49.0000,5.0000,X,X,2.30000
'11040," 성동구",'203," 모+미혼자녀",2022,8059.0000,X,5636.0000,2212.0000,200.0000,9.0000,X,X,2.30000
