"세대구성 및 가구원수별 가구(일반가구) - 시군구"

"C행정구역별(시군구)","행정구역별(시군구)","C세대구성별","세대구성별","시점","일반가구 (가구)","가구원수 1명 (가구)","가구원수 2명 (가구)","가구원수 3명 (가구)","가구원수 4명 (가구)","가구원수 5명 (가구)","가구원수 6명 (가구)","가구원수 7명 이상 (가구)","평균 가구원수 (명)"
'11010," 종로구",'106," 기타",2024,373.0000,X,146.0000,216.0000,11.0000,X,X,X,2.60000
'11010," 종로구",'20,"2세대 가구",2024,20582.0000,X,4610.0000,9469.0000,5501.0000,890.0000,98.0000,14.0000,3.10000
'11010," 종로구",'201," 부부+미혼자녀",2024,12482.0000,X,X,7036.0000,4756.0000,638.0000,47.0000,5.0000,3.50000
'11010," 종로구",'202," 부+미혼자녀",2024,1116.0000,X,855.0000,222.0000,33.0000,X,X,X,2.30000
'11010," 종로구",'203," 모+미혼자녀",2024,3926.0000,X,2814.0000,1007.0000,99.0000,5.0000,X,X,2.30000
'11010," 종로구",'204," 부부+양친",2024,52.0000,X,X,X,52.0000,X,X,X,4.00000
'11010," 종로구",'205," 부부+한부모",2024,220.0000,X,X,220.0000,X,X,X,X,3.00000
'11010," 종로구",'206," 부부+미혼자녀+부부미혼형제자매",2024,168.0000,X,X,X,85.0000,73.0000,8.0000,X,4.60000
'11010," 종로구",'207," 조부모+미혼손자녀",2024,140.0000,X,X,112.0000,24.0000,X,X,X,3.20000
'11010," 종로구",'208," 조부 또는 조모+미혼손자녀",2024,238.0000,X,197.0000,36.0000,5.0000,X,X,X,2.20000
'11010," 종로구",'209," 기타",2024,2240.0000,X,744.0000,836.0000,447.0000,166.0000,40.0000,7.0000,3.10000
'11010," 종로구",'30,"3세대 가구",2024,1810.0000,X,X,279.0000,710.0000,572.0000,188.0000,61.0000,4.50000
'11010," 종로구",'301," 부부+미혼자녀+양친",2024,184.0000,X,X,X,X,103.0000,65.0000,16.0000,5.60000
'11010," 종로구",'302," 부부+미혼자녀+부친",2024,129.0000,X,X,X,70.0000,54.0000,5.0000,X,4.50000
'11010," 종로구",'303," 부부+미혼자녀+모친",2024,609.0000,X,X,X,312.0000,254.0000,41.0000,X,4.60000
'11010," 종로구",'304," 기타",2024,888.0000,X,X,279.0000,328.0000,161.0000,77.0000,43.0000,4.20000
'11010," 종로구",'40,"4세대 이상 가구",2024,13.0000,X,X,X,X,5.0000,X,X,5.80000
'11010," 종로구",'50,"1인 가구",2024,29779.0000,29779.0000,X,X,X,X,X,X,1.00000
'11010," 종로구",'60,"비친족 가구",2024,2277.0000,X,1963.0000,218.0000,60.0000,36.0000,X,X,2.20000
'11020," 중구",'00,"계",2024,59849.0000,28968.0000,15780.0000,8851.0000,4873.0000,1083.0000,231.0000,63.0000,1.90000
'11020," 중구",'10,"1세대 가구",2024,9611.0000,X,9304.0000,285.0000,21.0000,X,X,X,2.00000
'11020," 중구",'101," 부부",2024,7830.0000,X,7830.0000,X,X,X,X,X,2.00000
'11020," 중구",'102," 부부+미혼형제자매",2024,56.0000,X,X,55.0000,X,X,X,X,3.00000
'11020," 중구",'103," 부부+기타친인척",2024,15.0000,X,X,13.0000,X,X,X,X,3.20000
'11020," 중구",'104," 가구주+미혼형제자매",2024,1273.0000,X,1212.0000,57.0000,X,X,X,X,2.10000
'11020," 중구",'105," 가구주+기타친인척",2024,97.0000,X,92.0000,X,X,X,X,X,2.10000
'11020," 중구",'106," 기타",2024,340.0000,X,170.0000,157.0000,13.0000,X,X,X,2.50000
'11020," 중구",'20,"2세대 가구",2024,17235.0000,X,4291.0000,8093.0000,4210.0000,562.0000,69.0000,10.0000,3.10000
'11020," 중구",'201," 부부+미혼자녀",2024,10088.0000,X,X,6051.0000,3620.0000,382.0000,31.0000,X,3.40000
'11020," 중구",'202," 부+미혼자녀",2024,1104.0000,X,820.0000,260.0000,19.0000,X,X,X,2.30000
'11020," 중구",'203," 모+미혼자녀",2024,3409.0000,X,2581.0000,748.0000,72.0000,6.0000,X,X,2.30000
'11020," 중구",'204," 부부+양친",2024,40.0000,X,X,X,40.0000,X,X,X,4.00000
'11020," 중구",'205," 부부+한부모",2024,205.0000,X,X,205.0000,X,X,X,X,3.00000
'11020," 중구",'206," 부부+미혼자녀+부부미혼형제자매",2024,117.0000,X,X,X,69.0000,42.0000,5.0000,X,4.50000
'11020," 중구",'207," 조부모+미혼손자녀",2024,113.0000,X,X,90.0000,19.0000,X,X,X,3.20000
'11020," 중구",'208," 조부 또는 조모+미혼손자녀",2024,219.0000,X,190.0000,26.0000,X,X,X,X,2.10000
'11020," 중구",'209," 기타",2024,1940.0000,X,700.0000,713.0000,368.0000,125.0000,29.0000,5.0000,3.00000
'11020," 중구",'30,"3세대 가구",2024,1549.0000,X,X,256.0000,585.0000,496.0000,160.0000,52.0000,4.50000
'11020," 중구",'301," 부부+미혼자녀+양친",2024,156.0000,X,X,X,X,83.0000,63.0000,10.0000,5.50000
'11020," 중구",'302," 부부+미혼자녀+부친",2024,99.0000,X,X,X,55.0000,37.0000,5.0000,X,4.50000
'11020," 중구",'303," 부부+미혼자녀+모친",2024,536.0000,X,X,X,265.0000,240.0000,30.0000,X,4.60000
'11020," 중구",'304," 기타",2024,758.0000,X,X,256.0000,265.0000,136.0000,62.0000,39.0000,4.20000
'11020," 중구",'40,"4세대 이상 가구",2024,7.0000,X,X,X,X,X,X,X,5.60000
'11020," 중구",'50,"1인 가구",2024,28968.0000,28968.0000,X,X,X,X,X,X,1.00000
'11020," 중구",'60,"비친족 가구",2024,2479.0000,X,2185.0000,217.0000,55.0000,22.0000,X,X,2.20000
'11030," 용산구",'00,"계",2024,93491.0000,40445.0000,25430.0000,15819.0000,9224.0000,2081.0000,404.0000,88.0000,2.00000
'11030," 용산구",'10,"1세대 가구",2024,16150.0000,X,15620.0000,505.0000,23.0000,X,X,X,2.00000
'11030," 용산구",'101," 부부",2024,13391.0000,X,13391.0000,X,X,X,X,X,2.00000
'11030," 용산구",'102," 부부+미혼형제자매",2024,84.0000,X,X,84.0000,X,X,X,X,3.00000
'11030," 용산구",'103," 부부+기타친인척",2024,26.0000,X,X,24.0000,X,X,X,X,3.10000
'11030," 용산구",'104," 가구주+미혼형제자매",2024,1912.0000,X,1831.0000,79.0000,X,X,X,X,2.00000
'11030," 용산구",'105," 가구주+기타친인척",2024,157.0000,X,148.0000,7.0000,X,X,X,X,2.10000
'11030," 용산구",'106," 기타",2024,580.0000,X,250.0000,311.0000,19.0000,X,X,X,2.60000
'11030," 용산구",'20,"2세대 가구",2024,30464.0000,X,6410.0000,14568.0000,8134.0000,1228.0000,114.0000,10.0000,3.10000
'11030," 용산구",'201," 부부+미혼자녀",2024,19099.0000,X,X,11153.0000,6995.0000,888.0000,58.0000,5.0000,3.50000
'11030," 용산구",'202," 부+미혼자녀",2024,1606.0000,X,1178.0000,378.0000,45.0000,5.0000,X,X,2.30000
'11030," 용산구",'203," 모+미혼자녀",2024,5424.0000,X,3956.0000,1314.0000,144.0000,9.0000,X,X,2.30000
'11030," 용산구",'204," 부부+양친",2024,74.0000,X,X,X,74.0000,X,X,X,4.00000
'11030," 용산구",'205," 부부+한부모",2024,356.0000,X,X,356.0000,X,X,X,X,3.00000
'11030," 용산구",'206," 부부+미혼자녀+부부미혼형제자매",2024,242.0000,X,X,X,144.0000,85.0000,13.0000,X,4.50000
'11030," 용산구",'207," 조부모+미혼손자녀",2024,209.0000,X,X,162.0000,42.0000,5.0000,X,X,3.20000
'11030," 용산구",'208," 조부 또는 조모+미혼손자녀",2024,309.0000,X,261.0000,45.0000,X,X,X,X,2.20000
'11030," 용산구",'209," 기타",2024,3145.0000,X,1015.0000,1160.0000,687.0000,236.0000,42.0000,5.0000,3.10000
'11030," 용산구",'30,"3세대 가구",2024,2546.0000,X,X,406.0000,971.0000,808.0000,286.0000,75.0000,4.50000
'11030," 용산구",'301," 부부+미혼자녀+양친",2024,260.0000,X,X,X,X,130.0000,117.0000,13.0000,5.60000
'11030," 용산구",'302," 부부+미혼자녀+부친",2024,192.0000,X,X,X,99.0000,85.0000,7.0000,X,4.50000
'11030," 용산구",'303," 부부+미혼자녀+모친",2024,883.0000,X,X,X,461.0000,356.0000,61.0000,5.0000,4.60000
'11030," 용산구",'304," 기타",2024,1211.0000,X,X,406.0000,411.0000,237.0000,101.0000,56.0000,4.20000
'11030," 용산구",'40,"4세대 이상 가구",2024,13.0000,X,X,X,X,5.0000,X,X,5.70000
'11030," 용산구",'50,"1인 가구",2024,40445.0000,40445.0000,X,X,X,X,X,X,1.00000
'11030," 용산구",'60,"비친족 가구",2024,3873.0000,X,3400.0000,340.0000,95.0000,38.0000,X,X,2.20000
'11040," 성동구",'00,"계",2024,122894.0000,48442.0000,32898.0000,23709.0000,14467.0000,2726.0000,542.0000,110.0000,2.10000
'11040," 성동구",'10,"1세대 가구",2024,21166.0000,X,20553.0000,576.0000,31.0000,5.0000,X,X,2.00000
'11040," 성동구",'101," 부부",2024,18076.0000,X,18076.0000,X,X,X,X,X,2.00000
'11040," 성동구",'102," 부부+미혼형제자매",2024,135.0000,X,X,131.0000,X,X,X,X,3.00000
'11040," 성동구",'103," 부부+기타친인척",2024,40.0000,X,X,34.0000,6.0000,X,X,X,3.20000
'11040," 성동구",'104," 가구주+미혼형제자매",2024,2101.0000,X,2009.0000,89.0000,X,X,X,X,2.00000
'11040," 성동구",'105," 가구주+기타친인척",2024,182.0000,X,172.0000,7.0000,X,X,X,X,2.10000
'11040," 성동구",'106," 기타",2024,632.0000,X,296.0000,315.0000,16.0000,X,X,X,2.60000
'11040," 성동구",'20,"2세대 가구",2024,46009.0000,X,8970.0000,22350.0000,12963.0000,1575.0000,132.0000,19.0000,3.20000
'11040," 성동구",'201," 부부+미혼자녀",2024,30441.0000,X,X,17631.0000,11653.0000,1096.0000,56.0000,5.0000,3.50000
'11040," 성동구",'202," 부+미혼자녀",2024,2325.0000,X,1661.0000,606.0000,53.0000,X,X,X,2.30000
'11040," 성동구",'203," 모+미혼자녀",2024,7806.0000,X,5613.0000,2003.0000,176.0000,12.0000,X,X,2.30000
